season,batting_team,batter,matches,total_balls,total_runs,dot_balls,ones,twos,threes,fours,sixes,thirty_plus,fifty_plus,hundred_plus,dismissals,Not_outs,batting_average,strike_rate,runs_fours(4s)%,runs_sixes(6s)%,boundary_runs(%),dot_balls(%),Hussey_Index,DPPI,BPI
2024,Gujarat Titans,R Tewatia,9,129,188,56,46,8,0,24,5,3,0,0,7,2,26.86,145.74,51.06,15.96,67.02,43.41,172.60000000000002,39.15,62.7
2024,Gujarat Titans,Rashid Khan,8,71,102,29,24,8,0,11,3,1,0,0,5,3,20.4,143.66,43.14,17.65,60.78,40.85,164.06,29.31,59.63
2024,Gujarat Titans,Shubman Gill,12,289,426,91,118,32,2,37,15,6,2,1,11,1,38.73,147.4,34.74,21.13,55.87,31.49,186.13,57.09,63.59
2024,Gujarat Titans,V Shankar,7,72,83,26,37,3,0,7,2,0,0,0,5,2,16.6,115.28,33.73,14.46,48.19,36.11,131.88,19.14,47.74
2024,Gujarat Titans,WP Saha,9,115,136,56,40,3,0,18,3,1,0,0,9,0,15.11,118.26,52.94,13.24,66.18,48.7,133.37,17.87,51.74
2024,Kolkata Knight Riders,A Raghuvanshi,7,105,163,38,44,2,1,16,8,3,1,0,7,0,23.29,155.24,39.26,29.45,68.71,36.19,178.53,36.16,65.12
2024,Kolkata Knight Riders,AD Russell,9,120,222,63,38,4,0,20,16,2,1,0,7,2,31.71,185.0,36.04,43.24,79.28,52.5,216.71,58.66,78.05
2024,Kolkata Knight Riders,PD Salt,12,239,435,98,65,13,0,50,24,7,4,0,11,1,39.55,182.01,45.98,33.1,79.08,41.0,221.56,71.98,79.03
2024,Kolkata Knight Riders,RK Singh,11,113,168,40,45,10,1,13,8,0,0,0,9,2,18.67,148.67,30.95,28.57,59.52,35.4,167.33999999999997,27.76,60.44
2024,Kolkata Knight Riders,Ramandeep Singh,9,62,125,20,21,6,0,5,12,1,0,0,4,5,31.25,201.61,16.0,57.6,73.6,32.26,232.86,63.0,81.95
2024,Kolkata Knight Riders,SP Narine,14,270,488,131,66,12,0,50,33,5,3,1,14,0,34.86,180.74,40.98,40.57,81.56,48.52,215.60000000000002,63.01,78.01
2024,Kolkata Knight Riders,SS Iyer,14,239,351,85,103,14,0,34,14,6,2,0,9,5,39.0,146.86,38.75,23.93,62.68,35.56,185.86,57.28,65.19
2024,Kolkata Knight Riders,VR Iyer,13,233,370,89,74,21,0,35,19,6,4,0,8,5,46.25,158.8,37.84,30.81,68.65,38.2,205.05,73.45,71.72
2024,Lucknow Super Giants,A Badoni,12,171,235,56,77,20,0,22,5,2,2,0,8,4,29.38,137.43,37.45,12.77,50.21,32.75,166.81,40.38,57.85
2024,Lucknow Super Giants,DJ Hooda,9,105,145,33,48,6,1,16,3,1,1,0,8,1,18.12,138.1,44.14,12.41,56.55,31.43,156.22,25.02,56.61
2024,Lucknow Super Giants,KH Pandya,11,105,133,40,47,12,0,8,5,1,0,0,4,7,33.25,126.67,24.06,22.56,46.62,38.1,159.92000000000002,42.12,54.68
2024,Lucknow Super Giants,KL Rahul,14,382,520,139,164,31,0,45,19,7,4,0,14,0,37.14,136.13,34.62,21.92,56.54,36.39,173.26999999999998,50.56,60.18
2024,Lucknow Super Giants,MP Stoinis,14,263,388,100,101,15,0,39,16,4,2,1,12,2,32.33,147.53,40.21,24.74,64.95,38.02,179.86,47.7,64.26
2024,Lucknow Super Giants,N Pooran,14,280,499,98,111,16,0,35,36,9,3,0,8,6,62.38,178.21,28.06,43.29,71.34,35.0,240.59,111.17,81.26
2024,Lucknow Super Giants,Q de Kock,11,186,250,85,62,9,0,29,9,3,3,0,11,0,22.73,134.41,46.4,21.6,68.0,45.7,157.14,30.55,58.92
2024,Mumbai Indians,HH Pandya,13,151,216,56,58,12,0,17,11,3,0,0,12,1,18.0,143.05,31.48,30.56,62.04,37.09,161.05,25.75,59.02
2024,Mumbai Indians,Ishan Kishan,14,215,320,94,70,7,0,35,16,5,1,0,14,0,22.86,148.84,43.75,30.0,73.75,43.72,171.7,34.02,64.12
2024,Mumbai Indians,Naman Dhir,7,79,140,35,22,5,0,12,10,2,1,0,6,1,23.33,177.22,34.29,42.86,77.14,44.3,200.55,41.35,73.51
2024,Mumbai Indians,RG Sharma,14,278,417,136,79,10,0,45,23,6,1,1,13,1,32.08,150.0,43.17,33.09,76.26,48.92,182.07999999999998,48.12,66.97
2024,Mumbai Indians,SA Yadav,11,206,345,80,58,16,1,36,18,4,3,1,10,1,34.5,167.48,41.74,31.3,73.04,38.83,201.98,57.78,72.35
2024,Mumbai Indians,TH David,11,152,241,63,59,15,2,14,15,4,0,0,8,3,30.12,158.55,23.24,37.34,60.58,41.45,188.67000000000002,47.76,66.0
2024,Mumbai Indians,Tilak Varma,13,278,416,96,121,19,1,35,19,8,3,0,10,3,41.6,149.64,33.65,27.4,61.06,34.53,191.23999999999998,62.25,66.17
2024,Punjab Kings,Ashutosh Sharma,9,113,189,43,41,9,0,10,15,4,1,0,7,2,27.0,167.26,21.16,47.62,68.78,38.05,194.26,45.16,69.68
2024,Punjab Kings,Harpreet Brar,7,54,75,24,19,6,0,8,2,0,0,0,2,5,37.5,138.89,42.67,16.0,58.67,44.44,176.39,52.08,61.4
2024,Punjab Kings,JM Bairstow,11,195,298,76,66,8,0,33,14,3,0,1,10,1,29.8,152.82,44.3,28.19,72.48,38.97,182.62,45.54,66.45
2024,Punjab Kings,JM Sharma,12,142,187,56,61,9,0,9,12,1,0,0,11,1,17.0,131.69,19.25,38.5,57.75,39.44,148.69,22.39,54.56
2024,Punjab Kings,LS Livingstone,7,78,111,32,33,2,0,8,7,1,0,0,5,2,22.2,142.31,28.83,37.84,66.67,41.03,164.51,31.59,60.67
2024,Punjab Kings,P Simran Singh,14,213,334,94,58,10,0,34,20,5,2,0,14,0,23.86,156.81,40.72,35.93,76.65,44.13,180.67000000000002,37.41,67.44
2024,Punjab Kings,RR Rossouw,8,116,211,46,35,5,0,25,11,3,1,0,8,0,26.38,181.9,47.39,31.28,78.67,39.66,208.28,47.99,75.73
2024,Punjab Kings,SM Curran,12,219,270,81,100,19,0,24,6,2,2,0,10,2,27.0,123.29,35.56,13.33,48.89,36.99,150.29000000000002,33.29,52.66
2024,Punjab Kings,Shashank Singh,14,215,354,71,94,11,0,28,21,5,2,0,8,6,44.25,164.65,31.64,35.59,67.23,33.02,208.9,72.86,72.59
2024,Rajasthan Royals,Dhruv Jurel,11,141,195,48,61,10,0,18,7,2,2,0,8,3,24.38,138.3,36.92,21.54,58.46,34.04,162.68,33.72,58.66
2024,Rajasthan Royals,JC Buttler,11,255,359,102,91,23,2,36,12,4,0,2,9,2,39.89,140.78,40.11,20.06,60.17,40.0,180.67000000000002,56.16,62.55
2024,Rajasthan Royals,R Ashwin,8,74,86,29,34,4,0,5,4,0,0,0,6,2,14.33,116.22,23.26,27.91,51.16,39.19,130.55,16.65,48.16
2024,Rajasthan Royals,R Parag,14,384,573,145,164,24,1,40,33,9,4,0,11,3,52.09,149.22,27.92,34.55,62.48,37.76,201.31,77.73,68.58
2024,Rajasthan Royals,R Powell,7,68,103,33,17,5,0,10,6,0,0,0,6,1,17.17,151.47,38.83,34.95,73.79,48.53,168.64,26.01,63.73
2024,Rajasthan Royals,SO Hetmyer,9,69,113,24,29,3,0,9,7,0,0,0,5,4,22.6,163.77,31.86,37.17,69.03,34.78,186.37,37.01,67.86
2024,Rajasthan Royals,SV Samson,15,346,531,120,158,16,0,48,24,6,5,0,11,4,48.27,153.47,36.16,27.12,63.28,34.68,201.74,74.08,69.5
2024,Rajasthan Royals,YBK Jaiswal,15,279,435,115,84,18,1,54,16,5,1,1,14,1,31.07,155.91,49.66,22.07,71.72,41.22,186.98,48.44,67.63
2024,Royal Challengers Bengaluru,C Green,12,178,255,60,80,12,1,22,10,5,0,0,8,4,31.88,143.26,34.51,23.53,58.04,33.71,175.14,45.67,61.36
2024,Royal Challengers Bengaluru,F du Plessis,15,271,438,102,89,16,1,47,21,6,4,0,15,0,29.2,161.62,42.92,28.77,71.69,37.64,190.82,47.19,69.26
2024,Royal Challengers Bengaluru,GJ Maxwell,9,43,52,24,12,2,0,6,2,0,0,0,9,0,5.78,120.93,46.15,23.08,69.23,55.81,126.71000000000001,6.99,51.28
2024,Royal Challengers Bengaluru,KD Karthik,13,174,326,71,64,11,0,27,22,3,2,0,9,4,36.22,187.36,33.13,40.49,73.62,40.8,223.58,67.86,78.88
2024,Royal Challengers Bengaluru,MK Lomror,10,68,125,26,25,5,0,9,9,2,0,0,8,2,15.62,183.82,28.8,43.2,72.0,38.24,199.44,28.71,72.87
2024,Royal Challengers Bengaluru,RM Patidar,13,223,395,83,87,13,0,21,33,7,5,0,13,0,30.38,177.13,21.27,50.13,71.39,37.22,207.51,53.81,74.24
2024,Royal Challengers Bengaluru,V Kohli,15,479,741,166,198,32,1,62,38,10,5,1,12,3,61.75,154.7,33.47,30.77,64.24,34.66,216.45,95.53,72.71
2024,Royal Challengers Bengaluru,WG Jacks,8,131,230,48,44,7,0,16,18,3,1,1,7,1,32.86,175.57,27.83,46.96,74.78,36.64,208.43,57.69,74.5
2024,Sunrisers Hyderabad,AK Markram,11,177,220,59,89,16,1,18,4,4,1,0,9,2,24.44,124.29,32.73,10.91,43.64,33.33,148.73000000000002,30.38,51.25
2024,Sunrisers Hyderabad,Abdul Samad,12,108,182,37,44,6,0,15,11,1,0,0,10,2,18.2,168.52,32.97,36.26,69.23,34.26,186.72,30.67,68.24
2024,Sunrisers Hyderabad,Abhishek Sharma,16,237,484,91,70,9,0,36,42,8,3,0,15,1,32.27,204.22,29.75,52.07,81.82,38.4,236.49,65.9,84.63
2024,Sunrisers Hyderabad,H Klaasen,15,280,479,89,119,28,0,19,38,7,4,0,12,3,39.92,171.07,15.87,47.6,63.47,31.79,210.99,68.29,72.9
2024,Sunrisers Hyderabad,Nithish Kumar Reddy,11,212,303,82,89,14,0,15,21,4,2,0,9,2,33.67,142.92,19.8,41.58,61.39,38.68,176.58999999999997,48.12,62.39
2024,Sunrisers Hyderabad,PJ Cummins,10,95,136,40,33,8,1,9,8,3,0,0,6,4,22.67,143.16,26.47,35.29,61.76,42.11,165.82999999999998,32.45,60.23
2024,Sunrisers Hyderabad,Shahbaz Ahmed,12,166,215,59,79,15,0,7,13,2,1,0,9,3,23.89,129.52,13.02,36.28,49.3,35.54,153.41000000000003,30.94,53.94
2024,Sunrisers Hyderabad,TM Head,15,296,567,103,97,11,0,64,32,8,4,1,14,1,40.5,191.55,45.15,33.86,79.01,34.8,232.05,77.58,82.12
