season,batting_team,batter,matches,total_balls,total_runs,dot_balls,ones,twos,threes,fours,sixes,thirty_plus,fifty_plus,hundred_plus,dismissals,Not_outs,batting_average,strike_rate,runs_fours(4s)%,runs_sixes(6s)%,boundary_runs(%),dot_balls(%),Hussey_Index,DPPI,BPI
2008,Chennai Super Kings,JA Morkel,10,163,241,63,62,10,1,18,14,3,1,0,7,3,34.43,147.85,29.88,34.85,64.73,38.65,182.28,50.9,64.64
2008,Chennai Super Kings,MS Dhoni,14,310,414,124,114,26,2,38,15,8,2,0,10,4,41.4,133.55,36.71,21.74,58.45,40.0,174.95000000000002,55.29,60.74
2008,Chennai Super Kings,PA Patel,13,297,302,166,92,12,0,42,3,3,2,0,11,2,27.45,101.68,55.63,5.96,61.59,55.89,129.13,27.91,48.81
2008,Chennai Super Kings,S Badrinath,11,130,192,59,41,8,1,21,8,3,2,0,6,5,32.0,147.69,43.75,25.0,68.75,45.38,179.69,47.26,65.26
2008,Chennai Super Kings,S Vidyut,8,109,145,55,30,5,1,21,3,2,1,0,8,0,18.12,133.03,57.93,12.41,70.34,50.46,151.15,24.11,57.75
2008,Chennai Super Kings,SK Raina,14,295,421,98,133,20,0,35,18,7,3,0,11,3,38.27,142.71,33.25,25.65,58.91,33.22,180.98000000000002,54.62,63.0
2008,Chennai Super Kings,SP Fleming,10,165,196,86,42,11,2,27,3,3,0,0,9,1,21.78,118.79,55.1,9.18,64.29,52.12,140.57,25.87,52.95
2008,Deccan Chargers,AC Gilchrist,14,318,436,153,93,11,1,51,19,5,3,1,13,1,33.54,137.11,46.79,26.15,72.94,48.11,170.65,45.99,63.03
2008,Deccan Chargers,HH Gibbs,9,153,167,90,38,5,1,17,8,2,0,0,9,0,18.56,109.15,40.72,28.74,69.46,58.82,127.71000000000001,20.26,50.35
2008,Deccan Chargers,RG Sharma,12,273,404,100,101,17,1,38,19,7,4,0,11,1,36.73,147.99,37.62,28.22,65.84,36.63,184.72,54.36,65.61
2008,Deccan Chargers,SB Styris,8,123,112,52,58,3,0,9,2,1,0,0,6,2,18.67,91.06,32.14,10.71,42.86,42.28,109.73,17.0,39.82
2008,Deccan Chargers,Shahid Afridi,9,46,81,20,12,0,0,7,6,1,0,0,8,1,10.12,176.09,34.57,44.44,79.01,43.48,186.21,17.82,70.75
2008,Deccan Chargers,Y Venugopal Rao,10,210,288,87,79,13,0,22,15,4,2,0,8,2,36.0,137.14,30.56,31.25,61.81,41.43,173.14,49.37,61.2
2008,Delhi Daredevils,G Gambhir,14,379,534,134,156,26,2,68,8,8,5,0,13,1,41.08,140.9,50.94,8.99,59.93,35.36,181.98000000000002,57.88,63.32
2008,Delhi Daredevils,KD Karthik,8,107,145,35,43,13,0,13,4,1,1,0,6,2,24.17,135.51,35.86,16.55,52.41,32.71,159.68,32.75,56.32
2008,Delhi Daredevils,MF Maharoof,8,79,125,27,27,8,0,10,7,1,0,0,6,2,20.83,158.23,32.0,33.6,65.6,34.18,179.06,32.96,64.96
2008,Delhi Daredevils,MK Tiwary,7,85,104,33,36,2,0,16,0,2,0,0,4,3,26.0,122.35,61.54,0.0,61.54,38.82,148.35,31.81,54.51
2008,Delhi Daredevils,S Dhawan,14,295,340,134,111,19,1,35,8,4,4,0,9,5,37.78,115.25,41.18,14.12,55.29,45.42,153.03,43.54,54.29
2008,Delhi Daredevils,TM Dilshan,7,79,104,34,26,2,0,14,3,1,0,0,6,1,17.33,131.65,53.85,17.31,71.15,43.04,148.98000000000002,22.81,57.29
2008,Delhi Daredevils,V Sehwag,14,219,406,77,75,9,1,46,21,5,3,0,12,2,33.83,185.39,45.32,31.03,76.35,35.16,219.21999999999997,62.72,78.3
2008,Kings XI Punjab,DPMD Jayawardene,12,131,179,52,53,9,2,15,7,2,0,0,7,5,25.57,136.64,33.52,23.46,56.98,39.69,162.20999999999998,34.94,58.0
2008,Kings XI Punjab,IK Pathan,10,116,131,56,42,6,0,9,6,1,0,0,6,4,21.83,112.93,27.48,27.48,54.96,48.28,134.76,24.65,49.64
2008,Kings XI Punjab,JR Hopes,11,148,221,61,48,7,1,27,8,2,2,0,11,0,20.09,149.32,48.87,21.72,70.59,41.22,169.41,30.0,63.23
2008,Kings XI Punjab,KC Sangakkara,9,198,320,69,73,13,3,41,8,4,4,0,9,0,35.56,161.62,51.25,15.0,66.25,34.85,197.18,57.47,69.45
2008,Kings XI Punjab,PP Chawla,7,59,90,25,14,9,0,10,3,0,0,0,4,3,22.5,152.54,44.44,20.0,64.44,42.37,175.04,34.32,63.45
2008,Kings XI Punjab,SE Marsh,11,441,616,171,170,24,2,59,26,9,5,1,9,2,68.44,139.68,38.31,25.32,63.64,38.78,208.12,95.6,69.32
2008,Kings XI Punjab,Yuvraj Singh,14,184,299,68,72,7,1,24,19,3,1,0,13,1,23.0,162.5,32.11,38.13,70.23,36.96,185.5,37.38,67.65
2008,Kolkata Knight Riders,DJ Hussey,13,259,319,109,103,19,0,19,17,5,2,0,11,2,29.0,123.17,23.82,31.97,55.8,42.08,152.17000000000002,35.72,54.41
2008,Kolkata Knight Riders,LR Shukla,12,122,163,44,57,4,0,17,5,2,0,0,8,4,20.38,133.61,41.72,18.4,60.12,36.07,153.99,27.23,56.58
2008,Kolkata Knight Riders,Mohammad Hafeez,8,83,64,51,24,0,0,7,2,0,0,0,7,1,9.14,77.11,43.75,18.75,62.5,61.45,86.25,7.05,37.56
2008,Kolkata Knight Riders,SC Ganguly,13,307,349,167,95,12,1,33,15,4,3,0,12,1,29.08,113.68,37.82,25.79,63.61,54.4,142.76,33.06,53.19
2008,Kolkata Knight Riders,Salman Butt,7,161,193,86,47,7,0,30,2,2,1,0,7,0,27.57,119.88,62.18,6.22,68.39,53.42,147.45,33.05,55.31
2008,Kolkata Knight Riders,WP Saha,10,119,159,46,39,15,0,12,7,1,1,0,5,5,31.8,133.61,30.19,26.42,56.6,38.66,165.41000000000003,42.49,58.41
2008,Mumbai Indians,AM Nayar,10,138,206,42,65,9,0,16,9,3,0,0,8,2,25.75,149.28,31.07,26.21,57.28,30.43,175.03,38.44,61.59
2008,Mumbai Indians,DJ Bravo,7,134,178,53,50,8,2,19,5,3,1,0,6,1,29.67,132.84,42.7,16.85,59.55,39.55,162.51,39.41,57.95
2008,Mumbai Indians,RV Uthappa,14,279,320,133,101,13,1,34,9,5,0,0,9,5,35.56,114.7,42.5,16.88,59.38,47.67,150.26,40.79,53.9
2008,Mumbai Indians,SM Pollock,8,111,147,47,47,2,0,12,8,2,0,0,8,0,18.38,132.43,32.65,32.65,65.31,42.34,150.81,24.34,56.47
2008,Mumbai Indians,SR Tendulkar,7,177,188,97,56,8,0,26,2,3,1,0,6,1,31.33,106.21,55.32,6.38,61.7,54.8,137.54,33.28,50.72
2008,Mumbai Indians,ST Jayasuriya,14,309,514,162,69,11,3,57,31,7,2,1,12,2,42.83,166.34,44.36,36.19,80.54,52.43,209.17000000000002,71.24,75.13
2008,Rajasthan Royals,GC Smith,11,362,441,158,133,22,0,54,8,6,3,0,9,2,49.0,121.82,48.98,10.88,59.86,43.65,170.82,59.69,58.97
2008,Rajasthan Royals,M Kaif,14,171,176,87,55,13,1,14,6,2,0,0,11,3,16.0,102.92,31.82,20.45,52.27,50.88,118.92,16.47,44.83
2008,Rajasthan Royals,RA Jadeja,9,103,135,46,36,8,1,11,6,2,0,0,7,2,19.29,131.07,32.59,26.67,59.26,44.66,150.35999999999999,25.28,55.23
2008,Rajasthan Royals,SA Asnodkar,9,233,311,101,79,12,0,43,6,6,2,0,9,0,34.56,133.48,55.31,11.58,66.88,43.35,168.04,46.13,60.63
2008,Rajasthan Royals,SK Warne,7,59,70,25,22,4,0,7,2,0,0,0,5,2,14.0,118.64,40.0,17.14,57.14,42.37,132.64,16.61,50.02
2008,Rajasthan Royals,SR Watson,15,311,472,114,115,26,1,47,19,6,4,0,10,5,47.2,151.77,39.83,24.15,63.98,36.66,198.97000000000003,71.64,68.87
2008,Rajasthan Royals,YK Pathan,15,243,435,89,79,17,0,43,25,7,4,0,14,1,31.07,179.01,39.54,34.48,74.02,36.63,210.07999999999998,55.62,75.42
2008,Royal Challengers Bangalore,CL White,8,102,114,40,48,5,0,8,4,2,0,0,7,1,16.29,111.76,28.07,21.05,49.12,39.22,128.05,18.21,46.71
2008,Royal Challengers Bangalore,JH Kallis,11,183,199,82,75,4,0,23,4,2,1,0,11,0,18.09,108.74,46.23,12.06,58.29,44.81,126.83,19.67,48.05
2008,Royal Challengers Bangalore,MV Boucher,10,177,225,68,74,8,1,24,6,4,1,0,7,3,32.14,127.12,42.67,16.0,58.67,38.42,159.26,40.86,56.75
2008,Royal Challengers Bangalore,Misbah-ul-Haq,8,81,117,31,29,6,0,10,6,2,0,0,7,1,16.71,144.44,34.19,30.77,64.96,38.27,161.15,24.14,59.77
2008,Royal Challengers Bangalore,P Kumar,12,98,112,53,26,5,0,10,6,1,0,0,10,2,11.2,114.29,35.71,32.14,67.86,54.08,125.49000000000001,12.8,50.3
2008,Royal Challengers Bangalore,R Dravid,14,298,371,104,133,16,0,35,11,6,2,0,13,1,28.54,124.5,37.74,17.79,55.53,34.9,153.04,35.53,54.56
2008,Royal Challengers Bangalore,V Kohli,12,157,165,82,59,5,0,18,4,2,0,0,11,1,15.0,105.1,43.64,14.55,58.18,52.23,120.1,15.76,46.27
2009,Chennai Super Kings,JA Morkel,10,70,97,22,37,2,0,8,4,0,0,0,4,6,24.25,138.57,32.99,24.74,57.73,31.43,162.82,33.6,58.57
2009,Chennai Super Kings,JDP Oram,8,93,88,43,40,2,0,5,4,1,0,0,6,2,14.67,94.62,22.73,27.27,50.0,46.24,109.29,13.88,41.52
2009,Chennai Super Kings,ML Hayden,12,395,572,161,134,30,2,60,22,10,5,0,11,1,52.0,144.81,41.96,23.08,65.03,40.76,196.81,75.3,67.7
2009,Chennai Super Kings,MS Dhoni,13,261,332,75,139,24,1,22,9,4,2,0,8,5,41.5,127.2,26.51,16.27,42.77,28.74,168.7,52.79,55.81
2009,Chennai Super Kings,PA Patel,9,126,142,62,43,4,1,19,2,3,0,0,9,0,15.78,112.7,53.52,8.45,61.97,49.21,128.48,17.78,49.36
2009,Chennai Super Kings,S Badrinath,11,164,177,78,55,9,0,20,4,2,1,0,9,2,19.67,107.93,45.2,13.56,58.76,47.56,127.60000000000001,21.23,48.42
2009,Chennai Super Kings,SK Raina,14,308,434,121,118,21,0,37,21,6,2,0,14,0,31.0,140.91,34.1,29.03,63.13,39.29,171.91,43.68,61.4
2009,Deccan Chargers,A Symonds,8,166,249,55,58,31,1,15,11,4,1,0,7,1,35.57,150.0,24.1,26.51,50.6,33.13,185.57,53.36,62.48
2009,Deccan Chargers,AC Gilchrist,16,325,495,162,80,11,1,54,29,7,3,0,16,0,30.94,152.31,43.64,35.15,78.79,49.85,183.25,47.12,68.09
2009,Deccan Chargers,DR Smith,8,132,215,44,49,14,0,12,15,4,0,0,8,0,26.88,162.88,22.33,41.86,64.19,33.33,189.76,43.78,67.08
2009,Deccan Chargers,HH Gibbs,14,331,371,155,120,24,1,32,12,5,4,0,11,3,33.73,112.08,34.5,19.41,53.91,46.83,145.81,37.8,52.05
2009,Deccan Chargers,RG Sharma,16,315,362,132,136,15,0,22,18,6,1,0,13,3,27.85,114.92,24.31,29.83,54.14,41.9,142.77,32.01,51.32
2009,Deccan Chargers,TL Suman,12,190,237,76,67,22,2,18,8,2,0,0,10,2,23.7,124.74,30.38,20.25,50.63,40.0,148.44,29.56,52.49
2009,Deccan Chargers,Y Venugopal Rao,12,114,124,40,56,13,0,6,3,1,0,0,11,1,11.27,108.77,19.35,14.52,33.87,35.09,120.03999999999999,12.26,41.76
2009,Delhi Daredevils,AB de Villiers,13,355,465,112,158,35,3,39,12,6,3,1,9,4,51.67,130.99,33.55,15.48,49.03,31.55,182.66000000000003,67.68,60.34
2009,Delhi Daredevils,DA Warner,7,132,163,59,47,8,2,16,5,3,1,0,7,0,23.29,123.48,39.26,18.4,57.67,44.7,146.77,28.76,53.39
2009,Delhi Daredevils,G Gambhir,15,278,286,128,96,25,0,32,2,2,1,0,13,2,22.0,102.88,44.76,4.2,48.95,46.04,124.88,22.63,45.4
2009,Delhi Daredevils,KD Karthik,13,217,288,68,101,25,1,20,9,5,1,0,8,5,36.0,132.72,27.78,18.75,46.53,31.34,168.72,47.78,56.97
2009,Delhi Daredevils,TM Dilshan,13,341,418,156,121,24,1,42,13,7,4,0,10,3,41.8,122.58,40.19,18.66,58.85,45.75,164.38,51.24,57.8
2009,Delhi Daredevils,V Sehwag,11,138,198,65,40,10,0,24,7,3,1,0,10,1,19.8,143.48,48.48,21.21,69.7,47.1,163.28,28.41,61.19
2009,Kings XI Punjab,DPMD Jayawardene,10,165,219,53,81,14,0,17,7,4,1,0,6,4,36.5,132.73,31.05,19.18,50.23,32.12,169.23,48.45,57.72
2009,Kings XI Punjab,IK Pathan,12,158,196,67,57,16,1,17,6,2,0,0,10,2,19.6,124.05,34.69,18.37,53.06,42.41,143.65,24.31,51.95
2009,Kings XI Punjab,K Goel,8,133,124,73,45,8,1,9,4,1,0,0,8,0,15.5,93.23,29.03,19.35,48.39,54.89,108.73,14.45,40.75
2009,Kings XI Punjab,KC Sangakkara,13,324,332,138,135,24,1,29,5,4,2,0,11,2,30.18,102.47,34.94,9.04,43.98,42.59,132.65,30.93,46.07
2009,Kings XI Punjab,S Sohal,8,93,115,60,19,6,0,9,8,2,0,0,8,0,14.38,123.66,31.3,41.74,73.04,64.52,138.04,17.78,54.58
2009,Kings XI Punjab,SM Katich,9,117,145,56,35,7,0,15,6,2,1,0,9,0,16.11,123.93,41.38,24.83,66.21,47.86,140.04000000000002,19.97,53.79
2009,Kings XI Punjab,Yuvraj Singh,14,294,340,147,114,15,0,25,16,5,2,0,12,2,28.33,115.65,29.41,28.24,57.65,50.0,143.98000000000002,32.76,52.39
2009,Kolkata Knight Riders,BB McCullum,13,239,285,119,73,16,0,27,12,3,2,0,12,1,23.75,119.25,37.89,25.26,63.16,49.79,143.0,28.32,53.56
2009,Kolkata Knight Riders,BJ Hodge,12,310,365,125,125,22,2,34,9,5,3,0,9,3,40.56,117.74,37.26,14.79,52.05,40.32,158.3,47.76,54.59
2009,Kolkata Knight Riders,CH Gayle,7,143,171,83,39,6,0,15,10,3,0,0,6,1,28.5,119.58,35.09,35.09,70.18,58.04,148.07999999999998,34.08,55.71
2009,Kolkata Knight Riders,SC Ganguly,11,207,189,106,77,9,2,13,6,4,0,0,11,0,17.18,91.3,27.51,19.05,46.56,51.21,108.47999999999999,15.69,40.14
2009,Kolkata Knight Riders,WP Saha,7,41,72,6,20,8,0,3,4,0,0,0,3,4,24.0,175.61,16.67,33.33,50.0,14.63,199.61,42.15,67.88
2009,Mumbai Indians,AM Nayar,11,152,193,58,57,19,0,14,7,3,0,0,9,2,21.44,126.97,29.02,21.76,50.78,38.16,148.41,27.22,52.74
2009,Mumbai Indians,AM Rahane,7,123,144,47,54,12,0,12,3,2,2,0,6,1,24.0,117.07,33.33,12.5,45.83,38.21,141.07,28.1,49.49
2009,Mumbai Indians,DJ Bravo,10,203,218,99,69,19,1,15,8,3,2,0,8,2,27.25,107.39,27.52,22.02,49.54,48.77,134.64,29.26,48.08
2009,Mumbai Indians,Harbhajan Singh,10,53,84,21,20,5,0,6,5,0,0,0,8,2,10.5,158.49,28.57,35.71,64.29,39.62,168.99,16.64,62.71
2009,Mumbai Indians,JP Duminy,12,325,372,123,148,24,2,26,11,6,5,0,9,3,41.33,114.46,27.96,17.74,45.7,37.85,155.79,47.31,52.79
2009,Mumbai Indians,SR Tendulkar,13,303,364,135,117,11,3,39,10,7,2,0,11,2,33.09,120.13,42.86,16.48,59.34,44.55,153.22,39.75,55.02
2009,Mumbai Indians,ST Jayasuriya,12,192,221,109,51,11,3,23,7,3,2,0,12,0,18.42,115.1,41.63,19.0,60.63,56.77,133.51999999999998,21.2,50.64
2009,Rajasthan Royals,AS Raut,7,61,78,25,26,4,2,5,3,1,0,0,4,3,19.5,127.87,25.64,23.08,48.72,40.98,147.37,24.93,52.3
2009,Rajasthan Royals,GC Smith,12,216,212,108,75,10,1,27,1,3,1,0,11,1,19.27,98.15,50.94,2.83,53.77,50.0,117.42,18.91,44.3
2009,Rajasthan Royals,NV Ojha,8,144,168,74,40,9,0,11,11,2,2,0,7,1,24.0,116.67,26.19,39.29,65.48,51.39,140.67000000000002,28.0,53.3
2009,Rajasthan Royals,RA Jadeja,13,266,295,102,121,24,2,21,6,4,0,0,11,2,26.82,110.9,28.47,12.2,40.68,38.35,137.72,29.74,46.97
2009,Rajasthan Royals,RJ Quiney,7,102,103,57,30,2,1,12,3,1,1,0,7,0,14.71,100.98,46.6,17.48,64.08,55.88,115.69,14.85,46.2
2009,Rajasthan Royals,SA Asnodkar,8,93,98,57,22,4,0,11,4,1,0,0,8,0,12.25,105.38,44.9,24.49,69.39,61.29,117.63,12.91,47.94
2009,Rajasthan Royals,SK Warne,10,116,108,54,48,6,0,6,4,1,0,0,8,2,13.5,93.1,22.22,22.22,44.44,46.55,106.6,12.57,39.72
2009,Rajasthan Royals,YK Pathan,13,183,243,92,46,13,1,24,12,2,1,0,12,1,20.25,132.79,39.51,29.63,69.14,50.27,153.04,26.89,57.96
2009,Royal Challengers Bangalore,JH Kallis,15,332,361,168,110,23,3,37,8,4,3,0,13,2,27.77,108.73,41.0,13.3,54.29,50.6,136.5,30.19,49.68
2009,Royal Challengers Bangalore,LRPL Taylor,11,208,280,85,75,15,0,20,15,4,1,0,9,2,31.11,134.62,28.57,32.14,60.71,40.87,165.73000000000002,41.88,59.1
2009,Royal Challengers Bangalore,MV Boucher,9,116,150,44,44,19,0,8,6,2,0,0,5,4,30.0,129.31,21.33,24.0,45.33,37.93,159.31,38.79,54.26
2009,Royal Challengers Bangalore,P Kumar,8,46,65,19,15,5,0,1,6,0,0,0,5,3,13.0,141.3,6.15,55.38,61.54,41.3,154.3,18.37,57.6
2009,Royal Challengers Bangalore,R Dravid,12,234,271,90,95,23,0,28,3,4,1,0,12,0,22.58,115.81,41.33,6.64,47.97,38.46,138.39,26.15,49.0
2009,Royal Challengers Bangalore,RE van der Merwe,8,98,122,49,32,2,2,8,8,2,0,0,8,0,15.25,124.49,26.23,39.34,65.57,50.0,139.74,18.98,53.51
2009,Royal Challengers Bangalore,RV Uthappa,13,170,175,85,58,12,1,18,3,1,1,0,11,2,15.91,102.94,41.14,10.29,51.43,50.0,118.85,16.38,44.7
2009,Royal Challengers Bangalore,V Kohli,13,219,246,98,84,13,0,22,8,2,1,0,11,2,22.36,112.33,35.77,19.51,55.28,44.75,134.69,25.12,49.58
2010,Chennai Super Kings,JA Morkel,11,131,198,43,56,12,0,10,13,2,1,0,8,3,24.75,151.15,20.2,39.39,59.6,32.82,175.9,37.41,62.66
2010,Chennai Super Kings,M Vijay,15,292,458,116,102,21,3,36,26,5,2,1,13,2,35.23,156.85,31.44,34.06,65.5,39.73,192.07999999999998,55.26,67.75
2010,Chennai Super Kings,ML Hayden,16,279,346,152,76,13,0,37,16,5,1,0,16,0,21.62,124.01,42.77,27.75,70.52,54.48,145.63,26.81,55.78
2010,Chennai Super Kings,MS Dhoni,11,210,287,66,95,20,0,26,8,5,2,0,9,2,31.89,136.67,36.24,16.72,52.96,31.43,168.56,43.58,58.47
2010,Chennai Super Kings,S Badrinath,15,303,356,120,126,18,0,41,5,7,2,0,11,4,32.36,117.49,46.07,8.43,54.49,39.6,149.85,38.02,53.32
2010,Chennai Super Kings,SK Raina,16,364,520,135,157,24,1,45,22,7,4,0,11,5,47.27,142.86,34.62,25.38,60.0,37.09,190.13000000000002,67.53,65.41
2010,Deccan Chargers,A Symonds,16,341,429,145,136,21,1,35,18,6,4,0,14,2,30.64,125.81,32.63,25.17,57.81,42.52,156.45,38.55,56.23
2010,Deccan Chargers,AC Gilchrist,16,185,289,93,51,9,0,31,16,5,1,0,16,0,18.06,156.22,42.91,33.22,76.12,50.27,174.28,28.21,65.85
2010,Deccan Chargers,HH Gibbs,10,235,267,114,80,13,1,26,9,3,1,0,10,0,26.7,113.62,38.95,20.22,59.18,48.51,140.32,30.34,51.41
2010,Deccan Chargers,MD Mishra,11,144,166,75,42,8,0,18,6,1,0,0,11,0,15.09,115.28,43.37,21.69,65.06,52.08,130.37,17.4,50.61
2010,Deccan Chargers,RG Sharma,16,302,404,108,128,24,0,36,14,6,3,0,14,2,28.86,133.77,35.64,20.79,56.44,35.76,162.63,38.61,57.84
2010,Deccan Chargers,TL Suman,14,257,307,107,102,19,1,23,12,3,2,0,9,5,34.11,119.46,29.97,23.45,53.42,41.63,153.57,40.75,54.14
2010,Delhi Daredevils,AB de Villiers,7,119,111,47,57,10,2,7,0,1,0,0,7,0,15.86,93.28,25.23,0.0,25.23,39.5,109.14,14.79,36.2
2010,Delhi Daredevils,DA Warner,11,191,282,75,68,11,0,27,14,5,1,1,10,1,28.2,147.64,38.3,29.79,68.09,39.27,175.83999999999997,41.63,63.85
2010,Delhi Daredevils,G Gambhir,10,217,277,81,83,21,4,32,2,4,2,0,9,1,30.78,127.65,46.21,4.33,50.54,37.33,158.43,39.29,54.96
2010,Delhi Daredevils,KD Karthik,14,237,278,87,108,15,0,26,6,2,1,0,13,1,21.38,117.3,37.41,12.95,50.36,36.71,138.68,25.08,49.79
2010,Delhi Daredevils,M Manhas,8,149,157,48,77,12,0,14,0,2,0,0,4,4,39.25,105.37,35.67,0.0,35.67,32.21,144.62,41.36,47.0
2010,Delhi Daredevils,PD Collingwood,7,156,203,60,66,10,1,9,13,3,3,0,5,2,40.6,130.13,17.73,38.42,56.16,38.46,170.73,52.83,59.04
2010,Delhi Daredevils,V Sehwag,14,218,356,91,66,9,0,47,14,4,3,0,14,0,25.43,163.3,52.81,23.6,76.4,41.74,188.73000000000002,41.53,69.81
2010,Kings XI Punjab,DPMD Jayawardene,13,298,439,110,115,19,0,55,11,5,1,1,10,3,43.9,147.32,50.11,15.03,65.15,36.91,191.22,64.67,66.51
2010,Kings XI Punjab,IK Pathan,13,186,276,47,89,20,1,21,10,3,1,0,8,5,34.5,148.39,30.43,21.74,52.17,25.27,182.89,51.19,62.5
2010,Kings XI Punjab,KC Sangakkara,12,257,357,86,108,13,0,47,5,7,2,0,12,0,29.75,138.91,52.66,8.4,61.06,33.46,168.66,41.33,60.14
2010,Kings XI Punjab,MS Bisla,10,178,218,98,44,12,2,27,6,2,1,0,10,0,21.8,122.47,49.54,16.51,66.06,55.06,144.27,26.7,54.46
2010,Kings XI Punjab,RS Bopara,9,214,248,87,91,12,5,25,3,4,2,0,8,1,31.0,115.89,40.32,7.26,47.58,40.65,146.89,35.93,50.88
2010,Kings XI Punjab,Yuvraj Singh,14,199,255,89,71,10,0,20,14,3,0,0,12,2,21.25,128.14,31.37,32.94,64.31,44.72,149.39,27.23,55.75
2010,Kolkata Knight Riders,AD Mathews,10,184,233,78,74,18,1,18,8,3,1,0,7,3,33.29,126.63,30.9,20.6,51.5,42.39,159.92,42.16,55.4
2010,Kolkata Knight Riders,CH Gayle,9,184,292,82,63,5,1,30,16,5,2,0,9,0,32.44,158.7,41.1,32.88,73.97,44.57,191.14,51.48,69.19
2010,Kolkata Knight Riders,MK Tiwary,11,186,237,63,89,10,2,23,5,3,2,0,9,2,26.33,127.42,38.82,12.66,51.48,33.87,153.75,33.55,54.29
2010,Kolkata Knight Riders,SC Ganguly,14,419,493,216,131,20,0,58,15,9,4,0,13,1,37.92,117.66,47.06,18.26,65.31,51.55,155.57999999999998,44.62,56.64
2010,Mumbai Indians,AT Rayudu,14,246,356,87,106,18,0,34,13,6,2,0,13,1,27.38,144.72,38.2,21.91,60.11,35.37,172.1,39.62,61.31
2010,Mumbai Indians,DJ Bravo,8,53,61,25,17,4,0,3,4,0,0,0,7,1,8.71,115.09,19.67,39.34,59.02,47.17,123.80000000000001,10.02,48.17
2010,Mumbai Indians,Harbhajan Singh,7,63,105,24,19,4,0,12,5,2,0,0,5,2,21.0,166.67,45.71,28.57,74.29,38.1,187.67,35.0,69.26
2010,Mumbai Indians,JP Duminy,7,131,157,48,61,7,0,13,5,3,0,0,5,2,31.4,119.85,33.12,19.11,52.23,36.64,151.25,37.63,52.88
2010,Mumbai Indians,KA Pollard,14,147,273,52,42,17,1,23,17,2,0,0,12,2,22.75,185.71,33.7,37.36,71.06,35.37,208.46,42.25,74.68
2010,Mumbai Indians,R McLaren,7,69,66,31,29,3,1,7,0,1,0,0,3,4,22.0,95.65,42.42,0.0,42.42,44.93,117.65,21.04,41.98
2010,Mumbai Indians,R Sathish,10,96,112,34,39,13,1,11,0,0,0,0,7,3,16.0,116.67,39.29,0.0,39.29,35.42,132.67000000000002,18.67,46.36
2010,Mumbai Indians,S Dhawan,10,170,191,85,57,12,0,23,3,2,2,0,10,0,19.1,112.35,48.17,9.42,57.59,50.0,131.45,21.46,49.34
2010,Mumbai Indians,SR Tendulkar,15,466,618,184,178,36,2,86,3,9,5,0,13,2,47.54,132.62,55.66,2.91,58.58,39.48,180.16,63.05,61.96
2010,Mumbai Indians,SS Tiwary,15,309,419,105,140,26,1,29,18,8,3,0,14,1,29.93,135.6,27.68,25.78,53.46,33.98,165.53,40.59,57.91
2010,Rajasthan Royals,AA Jhunjhunwala,10,166,183,70,69,13,0,16,4,2,1,0,9,1,20.33,110.24,34.97,13.11,48.09,42.17,130.57,22.41,47.01
2010,Rajasthan Royals,AC Voges,7,143,181,44,61,18,2,15,3,2,0,0,4,3,45.25,126.57,33.15,9.94,43.09,30.77,171.82,57.27,55.94
2010,Rajasthan Royals,FY Fazal,9,154,164,64,70,6,0,19,1,3,0,0,8,1,20.5,106.49,46.34,3.66,50.0,41.56,126.99,21.83,46.15
2010,Rajasthan Royals,MJ Lumb,11,192,278,94,41,9,1,45,6,5,1,0,11,0,25.27,144.79,64.75,12.95,77.7,48.96,170.06,36.59,64.18
2010,Rajasthan Royals,NV Ojha,14,285,377,130,98,6,3,42,15,3,2,0,12,2,31.42,132.28,44.56,23.87,68.44,45.61,163.7,41.56,60.16
2010,Rajasthan Royals,P Dogra,8,106,107,47,44,7,1,4,5,1,0,0,8,0,13.38,100.94,14.95,28.04,42.99,44.34,114.32,13.51,41.56
2010,Rajasthan Royals,YK Pathan,14,201,333,76,75,13,0,22,24,2,1,1,12,2,27.75,165.67,26.43,43.24,69.67,37.81,193.42,45.97,69.58
2010,Royal Challengers Bangalore,JH Kallis,16,494,572,219,198,22,1,67,9,7,6,0,12,4,47.67,115.79,46.85,9.44,56.29,44.33,163.46,55.2,56.83
2010,Royal Challengers Bangalore,KP Pietersen,7,157,236,50,62,14,2,23,8,2,2,0,4,3,59.0,150.32,38.98,20.34,59.32,31.85,209.32,88.69,69.36
2010,Royal Challengers Bangalore,LRPL Taylor,7,75,88,28,38,3,0,2,6,1,0,0,4,3,22.0,117.33,9.09,40.91,50.0,37.33,139.32999999999998,25.81,49.9
2010,Royal Challengers Bangalore,MK Pandey,13,226,249,115,70,13,1,27,7,4,0,0,12,1,20.75,110.18,43.37,16.87,60.24,50.88,130.93,22.86,49.35
2010,Royal Challengers Bangalore,R Dravid,11,199,256,75,80,11,0,34,3,3,1,0,9,2,28.44,128.64,53.12,7.03,60.16,37.69,157.07999999999998,36.59,56.66
2010,Royal Challengers Bangalore,RV Uthappa,14,218,374,71,82,23,0,21,27,4,3,0,12,2,31.17,171.56,22.46,43.32,65.78,32.57,202.73000000000002,53.48,71.51
2010,Royal Challengers Bangalore,V Kohli,13,212,307,61,103,14,0,26,12,5,1,0,11,2,27.91,144.81,33.88,23.45,57.33,28.77,172.72,40.42,60.84
